gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Acropora_000052,NA,5.350691304420863,-3.7174924976773696,0.7340481923269736,-5.06437116327841,4.09750636111711e-7,5.235406412672754e-6
Acropora_000054,NA,135.76973441117468,1.0851666240154885,0.18397469180496853,5.898455996142518,3.6691878871441065e-9,8.283853029220017e-8
Acropora_000059,NA,18.111150541445543,2.0420189270965587,0.3831117926838875,5.3300863249110835,9.816609405783109e-8,1.4842383682389772e-6
Acropora_000119,NA,21.204589191311612,-1.314149152772752,0.19582818267474925,-6.7107253655895915,1.936592938856095e-11,7.621498549530927e-10
Acropora_000122,NA,16.772274869371444,-2.140736774647446,0.46753914710604055,-4.578732685590315,4.678015771465268e-6,4.3963988150621386e-5
Acropora_000123,NA,946.0823524009616,-1.74752750042538,0.17773859411460352,-9.83200924442216,8.196684481139444e-23,4.6917457904080137e-20
Acropora_000146,NA,10.53048605533094,4.181746497108377,0.5771403983011989,7.245631235341111,4.3042976805564764e-13,2.5761400467064606e-11
Acropora_000147,NA,7.38782415343632,1.9432022206222272,0.3039780622615756,6.39257387906528,1.6311636992004985e-10,5.034703269275139e-9
Acropora_000151,Tektin family,77.17502000227455,-1.499419627991629,0.16755575973515807,-8.948779978448018,3.594327818010093e-19,9.587536646410627e-17
Acropora_000152,NA,349.4763952934914,-2.0314837249080444,0.20632730222816156,-9.845927819390486,7.13775644873826e-23,4.406239023755395e-20
Acropora_000158,NA,10.383093878536714,-1.2072807475334388,0.34597972433301877,-3.48945519816469,4.840061828520075e-4,0.0025192574287401766
Acropora_000165,NA,17.7883330910404,-1.3515307684912612,0.2239639556101833,-6.034590542969536,1.5936625541249062e-9,3.980655854846557e-8
Acropora_000166,NA,5.020664643391245,2.1155091879744568,0.41328862415856077,5.118721068796775,3.0761451627279136e-7,4.052633682067031e-6
Acropora_000184,Cytochrome c oxidase subunit Va,175.21482591623308,1.0165558502532963,0.15811373372828216,6.4292697812085295,1.2821838894812584e-10,4.073950752372363e-9
Acropora_000190,NA,4.946678853664982,-1.450792713674201,0.5017983723535772,-2.8911865673648367,0.0038379020803982608,0.014666026237899686
Acropora_000196,NA,26.642935549017153,-1.1241470236337727,0.20873433789490675,-5.385539509075677,7.222766648453365e-8,1.1323147673928552e-6
Acropora_000197,NA,3.141543474018243,-1.5344183985421191,0.6066852234469577,-2.5291837335746035,0.011432816006556221,0.03626209962384817
Acropora_000231,NA,2.272514352357453,2.027053346145167,0.5251186422917696,3.860181648281463,1.1330276688838258e-4,7.170531872848254e-4
Acropora_000237,Histone H2A,100.41193117847908,-1.0932341333307245,0.1749152474015535,-6.250079107288934,4.102448421861527e-10,1.1724537116764571e-8
Acropora_000239,Core histone H2A/H2B/H3/H4,328.3461730027016,-1.0751917457277547,0.1984575931731795,-5.417740528524465,6.035692217469984e-8,9.710138946437564e-7
Acropora_000241,Caspase domain,17.726457418152258,1.0505893075614496,0.2330895086618244,4.507235497611721,6.567772584192538e-6,5.934893118112253e-5
Acropora_000242,lymphoid tissue lymphoma translocation,227.656819891993,1.326439407523845,0.15738062150204823,8.428225755269255,3.509455150991041e-17,5.57538882296415e-15
Acropora_000243,Belongs to the gluconokinase GntK GntV family,152.45851672597917,1.0247809399739134,0.1512647020681607,6.774752641975532,1.2461928754796528e-11,5.207977421201813e-10
Acropora_000248,Thioredoxin-like domain,3.970391602523698,1.151869914777543,0.4259333549307914,2.70434306551246,0.006843958931821903,0.02373143583388606
Acropora_000254,NA,1.561071822279848,-2.402482913274185,0.7872996085016769,-3.0515484668490953,0.0022766429036192655,0.009527241250357903
Acropora_000257,frizzled binding,5.843492333936815,-2.725071688261358,0.5319828558845617,-5.122480279425937,3.015426414762977e-7,3.987227852960151e-6
Acropora_000263,Stimulated by retinoic acid gene 6 protein homolog,48.258584777863504,-1.438145104626659,0.18783111329499552,-7.65658617147203,1.9094065349782397e-14,1.5806374557371589e-12
Acropora_000264,Belongs to the glycosyl hydrolase 18 family,13.500532958961534,-1.0683233612398695,0.38943383442274937,-2.743273097529971,0.006083007171515912,0.021485933128620696
Acropora_000277,NA,7.402921291317415,-1.2850833573002944,0.3874609609919355,-3.316678289369756,9.109444445504042e-4,0.004319988074836707
Acropora_000296,carbohydrate binding,567.504824266749,-1.2995939561212992,0.27305553668904947,-4.759449201725041,1.9412197267037166e-6,2.033058333260325e-5
Acropora_000298,NA,226.62507070321882,-1.8330289944500593,0.30910369577567143,-5.930142601013609,3.026717032146899e-9,6.986671815872426e-8
Acropora_000310,extracellular ligand-gated ion channel activity,23.349907919394123,-1.3334139775635503,0.2176958634954867,-6.125123170248914,9.061348238412319e-10,2.3759646849409777e-8
Acropora_000315,NA,30.468365205087142,1.3391172680539665,0.22019098294236167,6.081617195035188,1.1897635368655197e-9,3.038537940604778e-8
Acropora_000331,protein auto-ADP-ribosylation,69.21131708917407,1.6217176823687542,0.18282427859701417,8.870362814029667,7.290797031436041e-19,1.7699433782158102e-16
