gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Acropora_000146,NA,10.53048605533094,-2.588616188346688,0.6441986105890459,-4.018351088928451,5.8606828597538816e-5,0.002281740499034322
Acropora_000147,NA,7.38782415343632,-2.2996955908007672,0.38236320761519976,-6.014426976758497,1.8052411901134187e-9,4.080346545542469e-7
Acropora_000315,NA,30.468365205087142,-1.9349508919419474,0.2627564074955344,-7.364048360932291,1.7841501131109345e-13,1.8147036837979592e-10
Acropora_000330,NA,6.184951921772973,1.1664416882618145,0.36910420784996356,3.1601961274198183,0.001576629697321464,0.023735496479379746
Acropora_000546,NA,4.633398030462358,1.7442325253969062,0.6109419989266311,2.8549887361834054,0.004303835530200525,0.04629254422900419
Acropora_000574,calcium ion-regulated exocytosis of neurotransmitter,15.839749052265393,-1.1164017116502118,0.29237159847287636,-3.818434203190163,1.3430139313599452e-4,0.0042604695358580405
Acropora_000628,NA,4.64335092059268,1.463039434163984,0.4972518935577619,2.9422501012437756,0.0032583665314862126,0.03834176206320074
Acropora_000700,calcium ion-regulated exocytosis of neurotransmitter,7.271737759980179,1.0412202919699243,0.36900346020786184,2.8217087487022443,0.004776853777709867,0.04938914763561015
Acropora_000712,NA,223.4650082086652,-1.2172778995110505,0.19967574069712815,-6.096273364311392,1.0856969048105544e-9,2.637109168490591e-7
Acropora_000713,calcium ion binding,129.01027832571563,-2.1022749762970103,0.30911751804899673,-6.8008923905884515,1.0397306608111988e-11,5.83468164622119e-9
Acropora_000736,regulation of nucleic acid-templated transcription,7.840584139331711,1.1990380698809906,0.39166999745905384,3.061347761277888,0.002203430112220693,0.029758192237576395
Acropora_000754,negative regulation of smooth muscle cell differentiation,23.79141247125239,1.1856705123213422,0.2925965322920956,4.0522370618449495,5.073022323389204e-5,0.0020251827257919213
Acropora_000851,Myb/SANT-like DNA-binding domain,6.694016595323489,-1.395576812692116,0.46380441217581386,-3.008977008530691,0.00262128951852577,0.03327524619694881
Acropora_001276,NA,7.69532686431447,1.4818804553291052,0.4534465099520818,3.2680380658034034,0.0010829579918368725,0.018748998254418364
Acropora_001502,NA,715.3332877649133,-1.3924840486926493,0.2251518496951184,-6.184644055015464,6.224275180083364e-10,1.6078389568361375e-7
Acropora_001560,NA,30.0641505802767,1.1224295635113368,0.26307335284521177,4.266603026767811,1.9847186040509686e-5,9.699492661358999e-4
Acropora_001581,NA,65.96276048278592,1.3301999153768107,0.23824811172279148,5.5832548084349,2.360584952938485e-8,3.7662901494236185e-6
Acropora_001587,NA,23.85116819916913,1.0631721118610848,0.3104625318600093,3.4244780054183153,6.159817036613883e-4,0.01237590894492029
