gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Acropora_000038,iron ion binding,1.1605320664479648,1.9549714102072278,0.5956954774271593,3.281830204000967,0.001031356894116561,0.006373998013238677
Acropora_000052,NA,5.350691304420863,-3.5242977499309696,0.5941995252735279,-5.931168908808248,3.0078558710562687e-9,1.1850277629654866e-7
Acropora_000053,NA,1.817358608839867,-1.8528729998152185,0.679014345608629,-2.7287685625469527,0.006357130235933912,0.02803105221991594
Acropora_000105,Extracellular calcium-sensing receptor-like,3.836478411684962,-1.6189380418994301,0.4056377196231958,-3.9910934402335436,6.57693592172567e-5,6.467968936040274e-4
Acropora_000106,radial pattern formation,1.9096482614680839,1.7434486410842773,0.5002455468737332,3.4851857292481614,4.917955517269494e-4,0.0034476751105167003
Acropora_000119,NA,21.204589191311612,-1.2521418788937517,0.16035585602294214,-7.808519813050093,5.7863499808009035e-15,1.0247530957801993e-12
Acropora_000122,NA,16.772274869371444,-1.1611458459209019,0.38269537526136505,-3.034125628322233,0.002412339520701088,0.012837686621740814
Acropora_000123,NA,946.0823524009616,-1.2732434675062347,0.1615029327820268,-7.883717314438332,3.1778275338942882e-15,6.022819447133333e-13
Acropora_000146,NA,10.53048605533094,1.5931303087616888,0.5700653218960794,2.7946451881388255,0.00519567045697199,0.023971312383800302
Acropora_000152,NA,349.4763952934914,-1.1903909550172584,0.18467905353964584,-6.445728046584948,1.1504679485783961e-10,6.558577967542171e-9
Acropora_000165,NA,17.7883330910404,-1.7303955106791513,0.1997432335927768,-8.66309951808914,4.591072750127806e-18,1.437604606366107e-15
Acropora_000166,NA,5.020664643391245,1.5226547469929155,0.3827901330780184,3.9777795074006663,6.956183047872354e-5,6.785340448412193e-4
Acropora_000197,NA,3.141543474018243,-1.2976329684920846,0.47932460624894907,-2.7072112542833384,0.006785106578945061,0.02960111824175787
Acropora_000257,frizzled binding,5.843492333936815,-1.341462885312486,0.30506205172230644,-4.397344336140505,1.0958342316353688e-5,1.4271606032979976e-4
Acropora_000264,Belongs to the glycosyl hydrolase 18 family,13.500532958961534,-1.9559978507292635,0.36404812347868887,-5.372910130777714,7.747594822745186e-8,1.9833475561638923e-6
Acropora_000293,Thrombospondin type 1 repeats,16.503036372690364,-1.4751625645739974,0.39046637174113064,-3.777950346904632,1.5812439444575201e-4,0.0013409308476039143
Acropora_000296,carbohydrate binding,567.504824266749,-1.2080161690812605,0.2494068289266112,-4.843556907724942,1.275351713045129e-6,2.307809808379653e-5
Acropora_000298,NA,226.62507070321882,-1.5415533399333063,0.28068970533359894,-5.492019517071973,3.973634666524148e-8,1.116441490311063e-6
Acropora_000310,extracellular ligand-gated ion channel activity,23.349907919394123,-1.1021594615995447,0.16991370535065356,-6.486583641531453,8.780454442124516e-11,5.226184536543864e-9
Acropora_000405,NA,10.79503224031562,-1.0710365019520722,0.29732361743948105,-3.602258411813105,3.154645346213107e-4,0.002387364880920504
Acropora_000480,NA,87.31531091351555,-1.0205786890198782,0.12397634629911232,-8.23204360739566,1.8404622614258872e-16,4.2758094215449154e-14
Acropora_000481,NA,37.386937805705344,-1.224602034798893,0.19339449082968527,-6.332145396413338,2.417754825070156e-10,1.2772129767840047e-8
Acropora_000517,NA,7.295094053870906,-1.0722677599887533,0.3468121737811443,-3.0917823567099103,0.001989586644557961,0.010999746428433804
Acropora_000574,calcium ion-regulated exocytosis of neurotransmitter,15.839749052265393,-1.1288218100265297,0.23712704471513835,-4.760409388910437,1.9320065974426577e-6,3.289435346284166e-5
Acropora_000624,NA,8.898833933143926,1.3221369995489884,0.2506344076946893,5.275161585792928,1.326391644926292e-7,3.194873788213764e-6
Acropora_000631,NA,12.04752251512372,1.0203868360556785,0.20588705990212972,4.956051325132957,7.194021985621757e-7,1.4015693329246502e-5
Acropora_000652,NA,0.923099072624652,2.5172814112900803,0.751688142497761,3.3488374619366548,8.115138761275528e-4,0.00521366898828781
Acropora_000684,NA,35.38282405338335,1.0689691343837684,0.134339003881227,7.957250712748138,1.759040509742063e-15,3.4689695650556036e-13
Acropora_000700,calcium ion-regulated exocytosis of neurotransmitter,7.271737759980179,1.1238881270172172,0.2692276062550344,4.174490657368095,2.9865347462149787e-5,3.329570161337504e-4
