gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annot,KOG
Pseudodiploria165214,125.30065161370533,0.7872398649261668,0.19963686616291232,3.9433591603453895,8.03481854452887e-5,0.01773414747132298,NA,NA
Pseudodiploria166380,2.6132574145183955,-2.4193468826993376,0.6570574082516325,-3.6820936075235653,2.3132643719886935e-4,0.03668208445406926,NA,NA
Pseudodiploria167956,22.992667725983715,0.6446110330049718,0.172282475583296,3.7415937449384513,1.8285694280193612e-4,0.030167701482666894,NA,NA
Pseudodiploria168212,1.77711068849387,-3.0428690522595327,0.7791348400955178,-3.9054460096874797,9.405175601019868e-5,0.019444902922969305,NA,NA
Pseudodiploria168214,7.041949274090074,1.2253127195108569,0.27803684671582046,4.407015595178435,1.0480464489226719e-5,0.0034934168673987753,NA,NA
Pseudodiploria168859,76.87141319968286,-0.5681945034393356,0.12847128794116464,-4.422735325106641,9.745910478244482e-6,0.003386807571088662,NA,NA
Pseudodiploria170580,18.00992505305566,-1.2437407319610914,0.348512030199916,-3.5687167850350754,3.5873395625428373e-4,0.04511273000918003,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine,"Replication, recombination and repair"
Pseudodiploria171308,26.801276902310807,-1.3807462175220921,0.3365527471100692,-4.102614610572531,4.085073835050224e-5,0.010425236085605518,NA,NA
Pseudodiploria172053,2.0020577391541345,1.8193428191765946,0.507155682055037,3.587345826047864,3.3406113520239954e-4,0.0447231190267278,NA,NA
Pseudodiploria173531,215.85855523529546,-0.9981288797790892,0.2086397223636848,-4.783982975395391,1.718552464334103e-6,8.467624727674144e-4,thick ascending limb development,Function Unknown
Pseudodiploria173906,7.129805013714844,-1.3618158849031943,0.32718290519991594,-4.1622464476592835,3.1513197067692644e-5,0.008578417461777066,NA,NA
Pseudodiploria174658,5.205268064388636,-1.3472359581869324,0.3724034656815311,-3.617678357856773,2.9725748020251473e-4,0.042965543576528084,NA,NA
Pseudodiploria174822,73.17320775893488,-0.5435192399737961,0.12248887070379245,-4.437294889330447,9.109645638103124e-6,0.0032345183088508334,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,"Posttranslational modification, protein turnover, chaperones"
Pseudodiploria175640,2.732852698521669,2.1086048097125776,0.5195826029882902,4.058266765640918,4.9438275217465e-5,0.012422697678874705,Belongs to the AAA ATPase family,"Posttranslational modification, protein turnover, chaperones"
Pseudodiploria176070,21.108431047902926,0.5969236264243714,0.16837014243151774,3.545305704466942,3.921579810105256e-4,0.047008796304302776,nucleoside phosphate binding,
Pseudodiploria176147,1345.8661972989623,-0.8825645452894008,0.15729404113798395,-5.61092167830556,2.012518405405117e-8,2.191364207698785e-5,NA,NA
Pseudodiploria177399,3.4595297103008673,1.3748468296097682,0.3846965604888048,3.5738474704916894,3.517738964423117e-4,0.04511273000918003,NA,NA
Pseudodiploria178698,100.98786507338835,-0.9823804945422335,0.24311910432218276,-4.040737552407142,5.328336138000572e-5,0.012989211065964677,NA,NA
Pseudodiploria178819,18.75170763009151,0.6400351707759465,0.16556034788576318,3.8658723477530468,1.1069282726081843e-4,0.02130196539836138,cysteine-rich protein 1,
Pseudodiploria183007,79.33327893746481,-0.7314538041321751,0.1930163387985975,-3.7895952678669813,1.5089293442676474e-4,0.026218449978642006,transducer of ERBB2,Signal transduction mechanisms
Pseudodiploria183218,23.257080017249812,-0.6237490031344712,0.16327751006015187,-3.8201770893289617,1.333558915601196e-4,0.02438577771992124,NA,NA
Pseudodiploria184094,23.042978615156613,0.8389475947902124,0.2085757768277586,4.022267626422475,5.764051037598446e-5,0.013644093564796437,NA,NA
Pseudodiploria184239,34.34470794615884,1.098516447631469,0.2779548660713085,3.9521396518730056,7.745551391709716e-5,0.017570568177888168,NA,NA
Pseudodiploria184632,6.875471397955784,1.5492222637273414,0.3616600216217723,4.2836425679018895,1.838581940518762e-5,0.00566595449707414,glycoside hydrolase family 63,Carbohydrate transport and metabolism
Pseudodiploria184779,7.323648364400161,1.2498461063266286,0.29224210121314276,4.276748973328352,1.896424402789167e-5,0.00573598143902879,NA,NA
Pseudodiploria185010,15.431396329967647,0.9069634544644029,0.23753056930752214,3.818302027854741,1.3437335423944845e-4,0.02438577771992124,NA,NA
Pseudodiploria185310,41.5120518831119,0.9693059080238536,0.2468761248984311,3.926284521934399,8.626810356413532e-5,0.01829892124042886,NA,NA
Pseudodiploria186761,13.06400937004914,0.7879958749958915,0.20722195406695218,3.802665979789452,1.4314729890427984e-4,0.025413313402213075,"Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase",Energy production and conversion
