gene,annot,lfc,KOG,nseqs,delta.rank,pval,padj
Pseudodiploria164308,Macrophage migration inhibitory factor (MIF),0.7343704517766773,Defense mechanisms,47,277,0.433741224439166,0.8685393273321329
Pseudodiploria164412,metalloendopeptidase activity,0.1652753843338505,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria164590,Calcium ion binding. It is involved in the biological process described with protein folding,0.5633673962492183,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria164681,MAP kinase activity,0.4309079683773538,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
Pseudodiploria164735,purine-rich negative regulatory element binding,-1.7756007593380365,Transcription,473,-167,0.145897652712972,0.4559301647280375
Pseudodiploria164777,serine-type endopeptidase activity,-0.09931079944001754,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria164795,DnaJ molecular chaperone homology domain,0.0714441253923867,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria164798,cell redox homeostasis,0.10816342513148997,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria164810,transmembrane receptor protein tyrosine kinase activity,0.30491106288653397,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
Pseudodiploria164812,Polo kinase kinase,0.05317198605039814,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
Pseudodiploria164857,L-aspartate import across plasma membrane,0.10699819177872592,Amino acid transport and metabolism,271,437,0.00348209405934168,0.029017450494514
Pseudodiploria164946,post-chaperonin tubulin folding pathway,0.08852439153535166,Cytoskeleton,264,29,0.846595197284513,0.992021730708691
Pseudodiploria164969,"Cytochrome P450, family 21, subfamily A, polypeptide 2",-0.06147813050217839,"Secondary metabolites biosynthesis, transport and catabolism",195,600,6.22411565442984e-4,0.0077801445680373005
Pseudodiploria165047,signaling receptor binding,0.6901591289328638,Cell wall/membrane/envelope biogenesis,77,-163,0.555865169492565,0.8685393273321329
Pseudodiploria165280,4-coumarate--CoA ligase 1-like,-0.3221444975203832,Lipid transport and metabolism,232,-96,0.552413357390375,0.8685393273321329
Pseudodiploria165438,negative regulation of cell growth,-1.2727088336363233,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
Pseudodiploria165458,Protein serine threonine phosphatase activity. It is involved in the biological process described with protein dephosphorylation,0.29999061543479305,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
Pseudodiploria165522,regulation of mitotic cell cycle,0.44421463394854777,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria165563,"Ubiquitin-conjugating enzyme E2, catalytic domain homologues",0.13190218717319988,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria165626,DNA replication,0.9465418291807647,RNA processing and modification,310,22,0.87669728069483,0.992021730708691
Pseudodiploria165688,carbohydrate binding,-0.7749302193557382,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria165697,Belongs to the peptidase S1 family,-0.40214100754238413,"Posttranslational modification, protein turnover, chaperones",902,101,0.238744972934695,0.5968624323367375
Pseudodiploria165707,von Willebrand factor D and EGF,0.48346667137375354,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
Pseudodiploria165745,chitin binding,0.39962192133392493,"Cell cycle control, cell division, chromosome partitioning",116,-25,0.912760642332401,0.992021730708691
Pseudodiploria165774,SHC (Src homology 2 domain containing) transforming protein,0.10889074740364495,Signal transduction mechanisms,1063,-476,2.11992784522265e-9,5.299819613056625e-8
